id,api_output,correctness,true_answer
440,The only US state that begins with the letter 'U' is Utah.,True,"['Utah', 'State of Utah', 'Utahn', 'The Beehive State', 'transportation in utah', 'youtah', 'History of mining in Utah', 'state of utah', 'US-UT', 'ut state', 'utahan', 'religion in utah', 'history of utah to 1847', 'utah united states', 'Sports in Utah', 'utah state nickname', 'Transport in Utah', 'Utahan', 'utah state', 'Education in Utah', 'Utah (state)', 'Politics of Utah', 'History of Utah (to 1847)', 'politics of utah', 'yutas', '45th State', 'geography of utah', 'Forty-Fifth State', 'education in utah', 'Transportation in Utah', 'Forty-fifth State', 'Yutas', 'Salt Lake Seagulls', 'forty fifth state', 'Utah state nickname', 'beehive state', 'Religion in Utah', 'history of mining in utah', 'Utah (State)', 'Youtah', 'Geography of Utah', 'utahn', 'climate of utah', 'utah u s state', 'us ut', 'Beehive State', 'Climate of Utah', 'Utah (U.S. state)', 'UT (state)', 'Utah, United States', 'salt lake seagulls', 'transport in utah', 'utah', 'sports in utah', '45th state']"
441,The Suez Canal connects the Mediterranean Sea to the Red Sea.,True,"['Red Sea', 'Red Sea', 'Red Sea Basin', 'Arabicus Sinus', 'Al Baḩr al Aḩmar', 'Sea of Mecca', 'red sea', 'Sinus Arabicus', 'Red sea', 'arabicus sinus', 'sea of mecca', 'sinus arabicus', 'al baḩr al aḩmar', 'ቀይሕ ባሕሪ', 'red sea basin', 'The red sea']"
442,"Katharine Hepburn won her second Oscar for the movie ""Guess Who's Coming to Dinner,"" which was released in 1967.",True,"[""Guess Who's Coming To Dinner"", ""Guess who's Coming to Dinner"", ""Guess Who's Coming to Dinner%3F"", ""Guess Who's Coming to Dinner"", 'guess who s coming to dinner 3f', 'Guess whose coming to dinner', 'guess who s coming to dinner', 'guess whose coming to dinner']"
443,The United States declared war on Spain after the sinking of the USS Maine in 1898. This event was a significant catalyst for the Spanish-American War.,True,"['Spain', 'Spain', 'el reino de españa', 'Reino de Espana', 'spanish society', 'Spane', 'España', 'espanya', 'regne d espanha', 'Espainiako Erresuma', 'Reino de España', 'espana', 'Espagna', 'Kingdom of Spain', 'espainiako erresuma', 'The Spanish Society', 'islands of spain', 'Mountains of Spain', 'spane', 'El Reino de España', 'Islands of Spain', 'SPAIN', 'The kingdom of Spain', 'etymology of spain', 'Espainia', 'mountains of spain', 'reino de espana', 'Name of Spain', 'kingdom of spain', 'spanish kingdom', 'Etymology of Spain', 'reino de españa', 'regne d espanya', 'espainia', 'kingdom of spains', 'iso 3166 1 es', ""Regne d'Espanya"", 'espagna', 'ISO 3166-1:ES', 'Espańa', 'españa', 'name of spain', 'Espana', 'Kingdom of the Spains', ""Regne d'Espanha"", 'spain', 'espańa', 'el reino de espana', 'Spanish Kingdom', 'El Reino de Espana', 'Espanya']"
444,"During the 1970s, the car maker that produced the Triumph TR7 and the Jaguar XJS was British Leyland. British Leyland was a large automotive manufacturer in the UK that owned several brands, including Triumph and Jaguar.",True,"['British Leyland', 'british leyland motor corporation limited', 'British Leyland Motor Corporation', 'British Leyland Motor Corporation Limited', 'british leyland motor corp', 'BLMC', 'British Leyland Motor Corp', 'british leyland motor corporation', 'Leyland of Australia', 'leykor', 'Bleycar', 'british leyland', 'leyland of australia', 'bleycar', 'blmc', 'Leykor', 'The British Leyland Motor Corporation']"
445,"The US President who died in office in July 1850 was Zachary Taylor. He was succeeded by his Vice President, Millard Fillmore.",True,"['General Taylor', 'President Taylor', '12th President of the United States', '12th President of the United States', 'General Zachary Taylor', 'Zachary Taylor', 'Zachary Taylor', 'Old Rough and Ready', 'List of federal judges appointed by Zachary Taylor', 'List of judicial appointments made by Zachary Taylor', 'zachary tyler', 'general zachary taylor', 'zachary talor', 'president taylor', 'Zachary Taylor judicial appointments', '12th president of united states', 'Zachary Talor', 'zachary taylor', 'taylor administration', 'list of judicial appointments made by zachary taylor', 'ZACHARY TAYLOR', 'zachery taylor', 'Old rough and ready', 'Zachary taylor', 'old rough and ready', 'presidency of zachary taylor', 'Zachary Tyler', 'general taylor', 'list of federal judges appointed by zachary taylor', 'Zachery Taylor', 'zachary taylor judicial appointments', 'zach taylor', 'Zach Taylor', 'Taylor Administration', 'Presidency of Zachary Taylor']"
446,"André Breton, the founder of the Surrealist movement, expelled the Spanish artist Salvador Dalí from the movement in 1939. This expulsion was largely due to Dalí's perceived indifference to the Spanish Civil War and his controversial political views, which clashed with the movement's leftist ideals. Dalí's actions and statements during this period were seen as a betrayal by Breton and other Surrealists, leading to his exclusion from the group.",True,"['Dalíesque', 'Dalí', 'Dalí', 'Salvador Domingo Felipe Jacinto Dalí i Domenech', 'Salvador Domingo Felipe Jacinto Dalí i Domènech, 1st Marquis of Púbol', 'Salvador Dalí', 'Salvador Dalí', 'Salvador Dali', 'Salvador Domingo Felipe Jacinto Dalí i Domènech', 'Avida Dollars', 'salvador dali i domenech', 'Salvidor Dali', 'salvador felip jacint dali domenech', 'dalí', 'Salvador Domingo Felipe Jacinto Dali i Domenech', 'Salvador Domingo Felipe Jacinto Dali i Domènech', 'salvador domingo felipe jacinto dali i domènech', 'nuclear cross', 'salvador domenec felip jacint dalí domenech', 'meanings of paintings by salvador dali', 'salvador domingo felipe jacinto dalí i domenech', 'Dali salvador', 'Salvador Felipe Jacinto Dali i Domenech', 'Salvador Felip Jacint Dali Domenech', 'salvador felipe jacinto dali', 'Salvador dali', 'The Meanings of the Paintings of Salvador Dali', 'salvador dalì', 'Nuclear cross', 'marques de pubol', 'salvador felipe jacinto dali i domenech', 'salvador dali', 'Meanings of Paintings by Salvador Dali', 'Salvador dhali', 'salvador felip jacint dalí domènech', 'salvidor dali', 'dali salvador', 'salvador domingo felipe jacinto dalí i domènech 1st marquis of púbol', 'Salvador Felip Jacint Dalí Domènech', 'Salvador Dalí i Domènech', 'Salvador Dalì', 'salvador dalí i domènech', 'dali lithograph', 'Salvador Domenec Felip Jacint Dali Domenech', 'Salvador Felipe Jacinto Dali', 'salvador domingo felipe jacinto dali i domenech', 'salvador domingo felipe jacinto dalí i domènech', 'Salvador dalì', 'daliesque', 'Salvadore Dali', 'Marques de Pubol', 'Dali Lithograph', 'salvador dhali', 'dalíesque', 'salvador domenec felip jacint dali domenech', 'avida dollars', 'Salvador Dali i Domenech', 'Salvador Domenec Felip Jacint Dalí Domenech', 'Daliesque', 'salvador felipe jacinto dala', 'salvadore dali', 'Salvador Felipe Jacinto DalA', 'meanings of paintings of salvador dali', 'salvador dalí']"
447,"The Florentine Girdle was a type of belt or girdle that was often made of silk and decorated with intricate designs. It was particularly popular during the Renaissance period in Florence, Italy. These girdles were not only functional but also served as a fashion statement, often adorned with jewels or elaborate embroidery. They were worn by both men and women as part of their attire.",True,"['Chastity belt', 'Chastity Belt', 'girdle of chastity', 'Anti-masturbation device', 'Chastity tube', 'chastity belt', 'forced chastity', 'Ball-trap device', 'chastity girdle', 'anti masturbation device', 'chasity belt', 'cb 6000', 'male chastity', 'Chastity belts', 'Virginity belt', 'penis cage', 'virginity belt', 'Cock cage', 'Girdle of chastity', 'Forced chastity', 'Chasity Belt', 'Chastity girdle', 'chastity tube', 'ball trap device', 'Florentine girdle', 'Cb-6000', 'Male chastity', 'chastity belts', 'cock cage', 'Penis cage', 'florentine girdle']"
448,The Centigrade temperature scale is commonly known as the Celsius scale.,True,"['℃', 'Celsius scale', 'Celsius degree', 'C°', '°C', 'Centigrade', 'Celsius', 'Celsius Temperature Scale', 'degc', 'celsius temperature scale', 'degrees centigrade', 'centesimal degree', 'degree c', 'Centigrade degree', 'degrees celcius', 'centigrade temperature', '°c', 'degree celcius', 'degrees celsius', 'Cdeg', 'DegC', 'Degrees centigrade', 'cdeg', 'Degree centigrade', 'celsius degree', 'Degrees Celcius', 'degree centigrade', 'centigrade degrees', 'centigrade', 'Celsius temperature', 'centrigrade scale', 'celsius temperature', 'Centigrade temperature scale', 'Degree celcius', 'degree celsius', 'Centigrade scale', 'celsius', 'c°', 'Celsius Thermometer', '°с', 'ºC', 'ºc', 'Degree Celcius', 'Celcius', 'Degree C', 'celsius scale', 'centigrade degree', 'Degrees celsius', 'Degrees Celsius', 'Centesimal degree', 'centigrade scale', 'Centrigrade scale', 'centigrade temperature scale', 'celsius thermometer', '°С', 'Centigrade (temperature)', 'Centigrade degrees', 'Celsius temperature scale', 'celcius', 'Degree Celsius', 'Degree celsius']"
449,"The Football League club that plays their home games at Kingsmeadow, also known as the Cherry Red Records Stadium, is AFC Wimbledon.",True,"['AFC Wimbledon', 'AFC Wimbledon', 'List of AFC Wimbledon managers', 'The Dons Trust', 'AFCW', 'A F C Wimbledon', 'afcw', 'A. F. C. Wimbledon', 'list of afc wimbledon managers', 'A.F.C. Wimbledon', 'AFC WIMBLEDON', 'afc wimbledon', 'The dons trust', 'f c wimbledon', 'Afc wimbledon', 'dons trust']"
450,"The person you are referring to is Andrew Lloyd Webber. He married Sarah Hugill in 1972, had two children with her, divorced in 1983, then married Sarah Brightman in 1984 and divorced in 1990. He later married Madeleine Gurdon in 1991 and had three children with her.",True,"['Andrew Lloyd Webber', 'Andrew Lloyd Webber', 'Andrew Lloyd Webber', 'Lord Lloyd-Webber', 'Andrew Lloyd Webber, Baron Lloyd-Webber', 'Baron Lloyd-Webber', 'Andrew Lloyd Webber Foundation', 'Andrew Lloyd Webber Foundation', 'Andrew Loyd Webber', 'Sir Andrew Lloyd Webber', 'lloyd webber andrew', 'andrew loyd webber', 'andrew lloyd webber', 'andrew lloyd webber foundation', 'baron lloyd webber', 'Lord Andrew Lloyd Webber', 'Andrew Lloyd-Weber', 'Lloyd Webber, Andrew', 'Andrew Lloyd-Webber', 'andrew lloyd weber', 'lord andrew lloyd webber', 'sir andrew lloyd webber', 'lord lloyd webber', 'andrew lloyd webber baron lloyd webber', 'Andrew Lloyd Weber', 'Lord Lloyd Webber']"
451,"In the 1940s, Percy Spencer invented the microwave oven. While working on magnetrons for radar sets during World War II, he discovered that microwave radiation could cook food. This led to the development of the first microwave oven, which was initially large and used in commercial settings before becoming more compact and available for home use in later years.",True,"['Microwaving', 'Radarange', 'Radarange', 'Microwavable', 'Microwave ovens', 'Microwave oven', 'microwave ovens', 'Microwave cooker', 'Microwave Oven', 'Radarrange', 'radarrange', 'microwaving', 'radarange', 'Browning tray', 'Popty ping', 'Multimode Applicators', 'microwaveable', 'cooking microwaving', 'browning tray', 'microwave cooking', 'microwave refrigerator combo', 'radar range', 'Nuclearator', 'multimode applicators', 'popty ping', 'Cooking/Microwaving', 'microwavable', 'Multimode Applicator', 'microwave oven', 'microwave cooker', 'Microwave refrigerator combo', 'Microwaveable', 'multimode applicator', 'nuclearator', 'Microwave cooking', 'Radar range']"
452,Conakry is the capital of Guinea.,True,"['Republic of Guinea', 'Guinée', 'Guinean', 'Guinea', 'iso 3166 1 gn', 'Guinea (Republic of)', 'guinea conkary', 'Guinea-Conkary', 'Health care in Guinea', 'ISO 3166-1:GN', 'guinée', 'culture of guinea', 'guinea', 'Guinea Conakry', 'Independence Day (Guinea)', 'Guinea-Conakry', 'guinean', 'république de guinée', 'old guinea', 'guinea republic of', 'people s revolutionary republic of guinea', 'Culture of Guinea', 'The Republic of Guinea', 'guinea conakry', 'République de Guinée', 'republic of guinea', ""People's Revolutionary Republic of Guinea"", 'health care in guinea', 'independence day guinea', 'Old Guinea']"
453,"The Shakespeare play set in the Forest of Arden is ""As You Like It.""",True,"['As You Like It', 'As You Like It', 'Oliver Mar Text', 'Sir Oliver Mar Text', 'Oliver Martext', 'silvius fictional character', 'oliver martext', 'Ducdame', 'oliver mar text', 'martext', 'Silvius (fictional character)', 'as you like it', 'mar text', 'Mar text', 'Martext', 'AS YOU LIKE IT', 'ducdame', 'sir oliver martext', 'As you like it', 'sir oliver mar text', 'Sir Oliver Martext']"
454,"As of my last knowledge update in October 2023, the last Briton to win the Nobel Prize for Literature was Kazuo Ishiguro, who received the award in 2017. Please verify with the latest sources to ensure this information is still current.",False,"['Doris Lessing', 'jane somers', 'lessing doris', 'Doris May Lessing', 'doris lessing', 'doris may lessing', 'briefing for descent into hell', 'doris may lessing ch obe', 'Doris Tayler', 'doris lessig', 'Doris lessing', 'Jane Somers', 'doris tayler', 'Doris Lessig', 'Briefing for a Descent into Hell', 'Doris May Lessing CH, OBE', 'Lessing, Doris']"
455,"The Western Roll is a technique used in the pole vault event in track and field athletics. It involves the vaulter using a pole to propel themselves over a horizontal bar, rolling their body over the bar in a specific manner.",False,"['High jumper', 'High jump', 'highjump', 'high jumper', 'High Jump', 'Running high jump', 'high jump bar', 'High-jump', 'high jumping', 'running high jump', 'High jumping', 'high jump', 'Highjump', 'High jump bar']"
456,"In ""Treasure Island,"" Long John Silver's parrot is named Captain Flint.",True,"['Captain Flint', 'Captain Flint', 'captain flint']"
457,The long narrow island off the east coast of Russia is called Sakhalin. It is located in the Sea of Okhotsk and is the largest island in Russia.,True,"['Sakhalin', '库页', 'sahalin', '库页岛', 'Sahkalin', '庫頁島', 'сахалин', '樺太', '薩哈林', 'Kùyè', 'Sakhalin island', 'Karafuto Island', 'karafuto island', 'sakhalin islands', 'sakhalin', 'sakalin', 'Kraftu', 'Krafto', 'Saghalien', 'kùyè', 'Sahalin', 'Sakhalin Island', 'Sakhalin Islands', 'kuye', 'sàhālín', '庫頁', 'krafto', 'sachalin island', 'sakhalin island', 'Сахалин', 'saghalien', 'Sachalin Island', 'Sàhālín', 'sahkalin', 'prefecture of karafuto', 'Sakalin Islands', '萨哈林', 'Prefecture of Karafuto', 'kraftu', 'sakalin islands', 'Sakalin', 'Kuye', 'Karafuto island']"
458,"Brooklyn is situated in the southeastern part of New York City. It is one of the five boroughs of New York City, along with Manhattan, Queens, The Bronx, and Staten Island. Brooklyn is located to the east of Manhattan and is bordered by the East River to the west, the Atlantic Ocean to the south, and Queens to the north and east.",False,"['Long Island', 'Long Island', 'Long Island, N.Y.', 'Nassau-Suffolk, NY', 'Strong Island', 'Long Island, NY', 'long island counties', 'Longisland, NY', 'long island island', 'long island flood', 'lawng island', 'l i', 'Suffolk Island', '2014 New York flood', 'New York flood', 'Longe Isleland', 'Nassau–Suffolk', 'Long island counties', '2014 new york flood', 'long island new york', 'Towns on Long Island', 'Nassau Island', 'Long Island counties', 'nassau suffolk ny', 'wrong island', 'L I', 'Long Island, New York State', 'long island new york state', '2014 Long Island floods', '2014 long island floods', 'Eastern Long Island, New York', '2014 Long Island flood', 'Long Island flood', 'Long Island, New York', 'Queens Island', 'Long Island (New York)', 'nassau–suffolk', 'mid island new york', 'Wrong island', 'Long Island Counties', 'Lawng Island', 'Paumanok', 'Mid-Island, New York', 'eastern long island new york', 'long island ny', 'Long island', 'Nassau-Suffolk', 'nassau suffolk', 'long island n y', 'eastern long island', 'longe isleland', '2014 long island flood', 'Long Island (N.Y.)', 'long island', 'new york flood', 'LONG ISLAND', 'Eastern Long Island', 'L.I', 'Long Island (NY)', 'paumanok', 'queens island', 'longisland ny', 'Long Island Island', 'suffolk island', 'towns on long island', 'nassau island', 'strong island', 'Long Island, New York (State)']"
